family_sku,sku,karat,metal,width_mm,ring_size_us,weight_grams,price_preview_cents_active_basis,quantity
WHG-R-1408,WHG-R-1408-10MM-4,14K,White Gold,10,4,7.78,206000,20
WHG-R-1408,WHG-R-1408-10MM-4.5,14K,White Gold,10,4.5,7.965,210500,20
WHG-R-1408,WHG-R-1408-10MM-5,14K,White Gold,10,5,8.15,214500,20
WHG-R-1408,WHG-R-1408-10MM-5.5,14K,White Gold,10,5.5,8.34,219000,20
WHG-R-1408,WHG-R-1408-10MM-6,14K,White Gold,10,6,8.53,223500,20
WHG-R-1408,WHG-R-1408-10MM-6.5,14K,White Gold,10,6.5,8.72,228000,20
WHG-R-1408,WHG-R-1408-10MM-7,14K,White Gold,10,7,8.91,232500,20
WHG-R-1408,WHG-R-1408-10MM-7.5,14K,White Gold,10,7.5,9.095,237000,20
WHG-R-1408,WHG-R-1408-10MM-8,14K,White Gold,10,8,9.28,241500,20
WHG-R-1408,WHG-R-1408-10MM-8.5,14K,White Gold,10,8.5,9.47,245500,20
WHG-R-1408,WHG-R-1408-10MM-9,14K,White Gold,10,9,9.66,250000,20
WHG-R-1408,WHG-R-1408-10MM-9.5,14K,White Gold,10,9.5,9.85,254500,20
WHG-R-1408,WHG-R-1408-10MM-10,14K,White Gold,10,10,10.04,259000,20
WHG-R-1408,WHG-R-1408-10MM-10.5,14K,White Gold,10,10.5,10.225,263500,20
WHG-R-1408,WHG-R-1408-10MM-11,14K,White Gold,10,11,10.41,268000,20
WHG-R-1408,WHG-R-1408-10MM-11.5,14K,White Gold,10,11.5,10.6,272500,20
WHG-R-1408,WHG-R-1408-10MM-12,14K,White Gold,10,12,10.79,277000,20
WHG-R-1408,WHG-R-1408-10MM-12.5,14K,White Gold,10,12.5,10.98,281500,20
WHG-R-1408,WHG-R-1408-10MM-13,14K,White Gold,10,13,11.17,285500,20
WHG-R-1408,WHG-R-1408-10MM-13.5,14K,White Gold,10,13.5,11.36,290000,20
WHG-R-1408,WHG-R-1408-10MM-14,14K,White Gold,10,14,11.55,294500,20
WHG-R-1408,WHG-R-1408-10MM-14.5,14K,White Gold,10,14.5,11.735,299000,20
WHG-R-1408,WHG-R-1408-10MM-15,14K,White Gold,10,15,11.92,303500,20
WHG-R-1408,WHG-R-1408-10MM-15.5,14K,White Gold,10,15.5,12.11,308000,20
WHG-R-1408,WHG-R-1408-10MM-16,14K,White Gold,10,16,12.3,312500,20
WHG-R-1408,WHG-R-1408-11MM-4,14K,White Gold,11,4,8.55,224000,20
WHG-R-1408,WHG-R-1408-11MM-4.5,14K,White Gold,11,4.5,8.76,229000,20
WHG-R-1408,WHG-R-1408-11MM-5,14K,White Gold,11,5,8.97,234000,20
WHG-R-1408,WHG-R-1408-11MM-5.5,14K,White Gold,11,5.5,9.175,239000,20
WHG-R-1408,WHG-R-1408-11MM-6,14K,White Gold,11,6,9.38,243500,20
WHG-R-1408,WHG-R-1408-11MM-6.5,14K,White Gold,11,6.5,9.59,248500,20
WHG-R-1408,WHG-R-1408-11MM-7,14K,White Gold,11,7,9.8,253500,20
WHG-R-1408,WHG-R-1408-11MM-7.5,14K,White Gold,11,7.5,10.005,258500,20
WHG-R-1408,WHG-R-1408-11MM-8,14K,White Gold,11,8,10.21,263000,20
WHG-R-1408,WHG-R-1408-11MM-8.5,14K,White Gold,11,8.5,10.42,268000,20
WHG-R-1408,WHG-R-1408-11MM-9,14K,White Gold,11,9,10.63,273000,20
WHG-R-1408,WHG-R-1408-11MM-9.5,14K,White Gold,11,9.5,10.835,278000,20
WHG-R-1408,WHG-R-1408-11MM-10,14K,White Gold,11,10,11.04,282500,20
WHG-R-1408,WHG-R-1408-11MM-10.5,14K,White Gold,11,10.5,11.25,287500,20
WHG-R-1408,WHG-R-1408-11MM-11,14K,White Gold,11,11,11.46,292500,20
WHG-R-1408,WHG-R-1408-11MM-11.5,14K,White Gold,11,11.5,11.665,297500,20
WHG-R-1408,WHG-R-1408-11MM-12,14K,White Gold,11,12,11.87,302000,20
WHG-R-1408,WHG-R-1408-11MM-12.5,14K,White Gold,11,12.5,12.08,307000,20
WHG-R-1408,WHG-R-1408-11MM-13,14K,White Gold,11,13,12.29,312000,20
WHG-R-1408,WHG-R-1408-11MM-13.5,14K,White Gold,11,13.5,12.495,317000,20
WHG-R-1408,WHG-R-1408-11MM-14,14K,White Gold,11,14,12.7,321500,20
WHG-R-1408,WHG-R-1408-11MM-14.5,14K,White Gold,11,14.5,12.905,326500,20
WHG-R-1408,WHG-R-1408-11MM-15,14K,White Gold,11,15,13.11,331500,20
WHG-R-1408,WHG-R-1408-11MM-15.5,14K,White Gold,11,15.5,13.32,336500,20
WHG-R-1408,WHG-R-1408-11MM-16,14K,White Gold,11,16,13.53,341500,20
WHG-R-1408,WHG-R-1408-12MM-4,14K,White Gold,12,4,9.33,242500,20
WHG-R-1408,WHG-R-1408-12MM-4.5,14K,White Gold,12,4.5,9.555,247500,20
WHG-R-1408,WHG-R-1408-12MM-5,14K,White Gold,12,5,9.78,253000,20
WHG-R-1408,WHG-R-1408-12MM-5.5,14K,White Gold,12,5.5,10.01,258500,20
WHG-R-1408,WHG-R-1408-12MM-6,14K,White Gold,12,6,10.24,264000,20
WHG-R-1408,WHG-R-1408-12MM-6.5,14K,White Gold,12,6.5,10.465,269000,20
WHG-R-1408,WHG-R-1408-12MM-7,14K,White Gold,12,7,10.69,274500,20
WHG-R-1408,WHG-R-1408-12MM-7.5,14K,White Gold,12,7.5,10.915,279500,20
WHG-R-1408,WHG-R-1408-12MM-8,14K,White Gold,12,8,11.14,285000,20
WHG-R-1408,WHG-R-1408-12MM-8.5,14K,White Gold,12,8.5,11.365,290500,20
WHG-R-1408,WHG-R-1408-12MM-9,14K,White Gold,12,9,11.59,295500,20
WHG-R-1408,WHG-R-1408-12MM-9.5,14K,White Gold,12,9.5,11.815,301000,20
WHG-R-1408,WHG-R-1408-12MM-10,14K,White Gold,12,10,12.04,306000,20
WHG-R-1408,WHG-R-1408-12MM-10.5,14K,White Gold,12,10.5,12.27,311500,20
WHG-R-1408,WHG-R-1408-12MM-11,14K,White Gold,12,11,12.5,317000,20
WHG-R-1408,WHG-R-1408-12MM-11.5,14K,White Gold,12,11.5,12.725,322500,20
WHG-R-1408,WHG-R-1408-12MM-12,14K,White Gold,12,12,12.95,327500,20
WHG-R-1408,WHG-R-1408-12MM-12.5,14K,White Gold,12,12.5,13.175,333000,20
WHG-R-1408,WHG-R-1408-12MM-13,14K,White Gold,12,13,13.4,338000,20
WHG-R-1408,WHG-R-1408-12MM-13.5,14K,White Gold,12,13.5,13.625,343500,20
WHG-R-1408,WHG-R-1408-12MM-14,14K,White Gold,12,14,13.85,349000,20
WHG-R-1408,WHG-R-1408-12MM-14.5,14K,White Gold,12,14.5,14.08,354000,20
WHG-R-1408,WHG-R-1408-12MM-15,14K,White Gold,12,15,14.31,359500,20
WHG-R-1408,WHG-R-1408-12MM-15.5,14K,White Gold,12,15.5,14.535,365000,20
WHG-R-1408,WHG-R-1408-12MM-16,14K,White Gold,12,16,14.76,370000,20
WHG-R-1808,WHG-R-1808-5MM-4,18K,White Gold,5,4,4.56,141000,20
WHG-R-1808,WHG-R-1808-5MM-4.5,18K,White Gold,5,4.5,4.655,143500,20
WHG-R-1808,WHG-R-1808-5MM-5,18K,White Gold,5,5,4.75,146000,20
WHG-R-1808,WHG-R-1808-5MM-5.5,18K,White Gold,5,5.5,4.84,148000,20
WHG-R-1808,WHG-R-1808-5MM-6,18K,White Gold,5,6,4.93,150500,20
WHG-R-1808,WHG-R-1808-5MM-6.5,18K,White Gold,5,6.5,5.025,153000,20
WHG-R-1808,WHG-R-1808-5MM-7,18K,White Gold,5,7,5.12,155500,20
WHG-R-1808,WHG-R-1808-5MM-7.5,18K,White Gold,5,7.5,5.21,158000,20
WHG-R-1808,WHG-R-1808-5MM-8,18K,White Gold,5,8,5.3,160500,20
WHG-R-1808,WHG-R-1808-5MM-8.5,18K,White Gold,5,8.5,5.4,163000,20
WHG-R-1808,WHG-R-1808-5MM-9,18K,White Gold,5,9,5.5,165500,20
WHG-R-1808,WHG-R-1808-5MM-9.5,18K,White Gold,5,9.5,5.59,168000,20
WHG-R-1808,WHG-R-1808-5MM-10,18K,White Gold,5,10,5.68,170500,20
WHG-R-1808,WHG-R-1808-5MM-10.5,18K,White Gold,5,10.5,5.775,173000,20
WHG-R-1808,WHG-R-1808-5MM-11,18K,White Gold,5,11,5.87,175500,20
WHG-R-1808,WHG-R-1808-5MM-11.5,18K,White Gold,5,11.5,5.96,178000,20
WHG-R-1808,WHG-R-1808-5MM-12,18K,White Gold,5,12,6.05,180500,20
WHG-R-1808,WHG-R-1808-5MM-12.5,18K,White Gold,5,12.5,6.145,183000,20
WHG-R-1808,WHG-R-1808-5MM-13,18K,White Gold,5,13,6.24,185500,20
WHG-R-1808,WHG-R-1808-5MM-13.5,18K,White Gold,5,13.5,6.305,187000,20
WHG-R-1808,WHG-R-1808-5MM-14,18K,White Gold,5,14,6.37,189000,20
WHG-R-1808,WHG-R-1808-5MM-14.5,18K,White Gold,5,14.5,6.435,190500,20
WHG-R-1808,WHG-R-1808-5MM-15,18K,White Gold,5,15,6.5,192000,20
WHG-R-1808,WHG-R-1808-5MM-15.5,18K,White Gold,5,15.5,6.755,199000,20
WHG-R-1808,WHG-R-1808-5MM-16,18K,White Gold,5,16,7.01,205500,20
WHG-R-1808,WHG-R-1808-6MM-4,18K,White Gold,6,4,5.4,163000,20
WHG-R-1808,WHG-R-1808-6MM-4.5,18K,White Gold,6,4.5,5.515,166000,20
WHG-R-1808,WHG-R-1808-6MM-5,18K,White Gold,6,5,5.63,169000,20
WHG-R-1808,WHG-R-1808-6MM-5.5,18K,White Gold,6,5.5,5.745,172000,20
WHG-R-1808,WHG-R-1808-6MM-6,18K,White Gold,6,6,5.86,175500,20
WHG-R-1808,WHG-R-1808-6MM-6.5,18K,White Gold,6,6.5,5.97,178000,20
WHG-R-1808,WHG-R-1808-6MM-7,18K,White Gold,6,7,6.08,181000,20
WHG-R-1808,WHG-R-1808-6MM-7.5,18K,White Gold,6,7.5,6.195,184000,20
WHG-R-1808,WHG-R-1808-6MM-8,18K,White Gold,6,8,6.31,187000,20
WHG-R-1808,WHG-R-1808-6MM-8.5,18K,White Gold,6,8.5,6.42,190000,20
WHG-R-1808,WHG-R-1808-6MM-9,18K,White Gold,6,9,6.53,193000,20
WHG-R-1808,WHG-R-1808-6MM-9.5,18K,White Gold,6,9.5,6.645,196000,20
WHG-R-1808,WHG-R-1808-6MM-10,18K,White Gold,6,10,6.76,199000,20
WHG-R-1808,WHG-R-1808-6MM-10.5,18K,White Gold,6,10.5,6.87,202000,20
WHG-R-1808,WHG-R-1808-6MM-11,18K,White Gold,6,11,6.98,205000,20
WHG-R-1808,WHG-R-1808-6MM-11.5,18K,White Gold,6,11.5,7.095,208000,20
WHG-R-1808,WHG-R-1808-6MM-12,18K,White Gold,6,12,7.21,211000,20
WHG-R-1808,WHG-R-1808-6MM-12.5,18K,White Gold,6,12.5,7.325,214000,20
WHG-R-1808,WHG-R-1808-6MM-13,18K,White Gold,6,13,7.44,217000,20
WHG-R-1808,WHG-R-1808-6MM-13.5,18K,White Gold,6,13.5,7.505,219000,20
WHG-R-1808,WHG-R-1808-6MM-14,18K,White Gold,6,14,7.57,220500,20
WHG-R-1808,WHG-R-1808-6MM-14.5,18K,White Gold,6,14.5,7.75,225500,20
WHG-R-1808,WHG-R-1808-6MM-15,18K,White Gold,6,15,7.93,230000,20
WHG-R-1808,WHG-R-1808-6MM-15.5,18K,White Gold,6,15.5,8.045,233000,20
WHG-R-1808,WHG-R-1808-6MM-16,18K,White Gold,6,16,8.16,236000,20
WHG-R-1808,WHG-R-1808-7MM-4,18K,White Gold,7,4,5.88,176000,20
WHG-R-1808,WHG-R-1808-7MM-4.5,18K,White Gold,7,4.5,6.01,179500,20
WHG-R-1808,WHG-R-1808-7MM-5,18K,White Gold,7,5,6.14,183000,20
WHG-R-1808,WHG-R-1808-7MM-5.5,18K,White Gold,7,5.5,6.275,186000,20
WHG-R-1808,WHG-R-1808-7MM-6,18K,White Gold,7,6,6.41,190000,20
WHG-R-1808,WHG-R-1808-7MM-6.5,18K,White Gold,7,6.5,6.545,193500,20
WHG-R-1808,WHG-R-1808-7MM-7,18K,White Gold,7,7,6.68,197000,20
WHG-R-1808,WHG-R-1808-7MM-7.5,18K,White Gold,7,7.5,6.815,200500,20
WHG-R-1808,WHG-R-1808-7MM-8,18K,White Gold,7,8,6.95,204000,20
WHG-R-1808,WHG-R-1808-7MM-8.5,18K,White Gold,7,8.5,7.08,207500,20
WHG-R-1808,WHG-R-1808-7MM-9,18K,White Gold,7,9,7.21,211000,20
WHG-R-1808,WHG-R-1808-7MM-9.5,18K,White Gold,7,9.5,7.345,214500,20
WHG-R-1808,WHG-R-1808-7MM-10,18K,White Gold,7,10,7.48,218000,20
WHG-R-1808,WHG-R-1808-7MM-10.5,18K,White Gold,7,10.5,7.615,222000,20
WHG-R-1808,WHG-R-1808-7MM-11,18K,White Gold,7,11,7.75,225500,20
WHG-R-1808,WHG-R-1808-7MM-11.5,18K,White Gold,7,11.5,7.885,229000,20
WHG-R-1808,WHG-R-1808-7MM-12,18K,White Gold,7,12,8.02,232500,20
WHG-R-1808,WHG-R-1808-7MM-12.5,18K,White Gold,7,12.5,8.15,236000,20
WHG-R-1808,WHG-R-1808-7MM-13,18K,White Gold,7,13,8.28,239500,20
WHG-R-1808,WHG-R-1808-7MM-13.5,18K,White Gold,7,13.5,8.34,241000,20
WHG-R-1808,WHG-R-1808-7MM-14,18K,White Gold,7,14,8.4,242500,20
WHG-R-1808,WHG-R-1808-7MM-14.5,18K,White Gold,7,14.5,8.52,245500,20
WHG-R-1808,WHG-R-1808-7MM-15,18K,White Gold,7,15,8.64,249000,20
WHG-R-1808,WHG-R-1808-7MM-15.5,18K,White Gold,7,15.5,8.88,255500,20
WHG-R-1808,WHG-R-1808-7MM-16,18K,White Gold,7,16,9.12,261500,20
WHG-R-1808,WHG-R-1808-8MM-4,18K,White Gold,8,4,6.48,219000,20
WHG-R-1808,WHG-R-1808-8MM-4.5,18K,White Gold,8,4.5,6.625,223500,20
WHG-R-1808,WHG-R-1808-8MM-5,18K,White Gold,8,5,6.77,228000,20
WHG-R-1808,WHG-R-1808-8MM-5.5,18K,White Gold,8,5.5,6.92,232500,20
WHG-R-1808,WHG-R-1808-8MM-6,18K,White Gold,8,6,7.07,237000,20
WHG-R-1808,WHG-R-1808-8MM-6.5,18K,White Gold,8,6.5,7.215,241500,20
WHG-R-1808,WHG-R-1808-8MM-7,18K,White Gold,8,7,7.36,245500,20
WHG-R-1808,WHG-R-1808-8MM-7.5,18K,White Gold,8,7.5,7.51,250000,20
WHG-R-1808,WHG-R-1808-8MM-8,18K,White Gold,8,8,7.66,255000,20
WHG-R-1808,WHG-R-1808-8MM-8.5,18K,White Gold,8,8.5,7.8,259000,20
WHG-R-1808,WHG-R-1808-8MM-9,18K,White Gold,8,9,7.94,263500,20
WHG-R-1808,WHG-R-1808-8MM-9.5,18K,White Gold,8,9.5,8.09,268000,20
WHG-R-1808,WHG-R-1808-8MM-10,18K,White Gold,8,10,8.24,272500,20
WHG-R-1808,WHG-R-1808-8MM-10.5,18K,White Gold,8,10.5,8.385,277000,20
WHG-R-1808,WHG-R-1808-8MM-11,18K,White Gold,8,11,8.53,281000,20
WHG-R-1808,WHG-R-1808-8MM-11.5,18K,White Gold,8,11.5,8.68,285500,20
WHG-R-1808,WHG-R-1808-8MM-12,18K,White Gold,8,12,8.83,290000,20
WHG-R-1808,WHG-R-1808-8MM-12.5,18K,White Gold,8,12.5,8.975,294500,20
WHG-R-1808,WHG-R-1808-8MM-13,18K,White Gold,8,13,9.12,299000,20
WHG-R-1808,WHG-R-1808-8MM-13.5,18K,White Gold,8,13.5,9.24,302500,20
WHG-R-1808,WHG-R-1808-8MM-14,18K,White Gold,8,14,9.36,306000,20
WHG-R-1808,WHG-R-1808-8MM-14.5,18K,White Gold,8,14.5,9.48,310000,20
WHG-R-1808,WHG-R-1808-8MM-15,18K,White Gold,8,15,9.6,313500,20
WHG-R-1808,WHG-R-1808-8MM-15.5,18K,White Gold,8,15.5,9.78,319000,20
WHG-R-1808,WHG-R-1808-8MM-16,18K,White Gold,8,16,9.96,324500,20
WHG-R-1808,WHG-R-1808-9MM-4,18K,White Gold,9,4,7.98,264500,20
WHG-R-1808,WHG-R-1808-9MM-4.5,18K,White Gold,9,4.5,8.17,270000,20
WHG-R-1808,WHG-R-1808-9MM-5,18K,White Gold,9,5,8.36,276000,20
WHG-R-1808,WHG-R-1808-9MM-5.5,18K,White Gold,9,5.5,8.555,282000,20
WHG-R-1808,WHG-R-1808-9MM-6,18K,White Gold,9,6,8.75,288000,20
WHG-R-1808,WHG-R-1808-9MM-6.5,18K,White Gold,9,6.5,8.945,293500,20
WHG-R-1808,WHG-R-1808-9MM-7,18K,White Gold,9,7,9.14,299500,20
WHG-R-1808,WHG-R-1808-9MM-7.5,18K,White Gold,9,7.5,9.33,305500,20
WHG-R-1808,WHG-R-1808-9MM-8,18K,White Gold,9,8,9.52,311000,20
WHG-R-1808,WHG-R-1808-9MM-8.5,18K,White Gold,9,8.5,9.715,317000,20
WHG-R-1808,WHG-R-1808-9MM-9,18K,White Gold,9,9,9.91,323000,20
WHG-R-1808,WHG-R-1808-9MM-9.5,18K,White Gold,9,9.5,10.105,329000,20
WHG-R-1808,WHG-R-1808-9MM-10,18K,White Gold,9,10,10.3,335000,20
WHG-R-1808,WHG-R-1808-9MM-10.5,18K,White Gold,9,10.5,10.495,340500,20
WHG-R-1808,WHG-R-1808-9MM-11,18K,White Gold,9,11,10.69,346500,20
WHG-R-1808,WHG-R-1808-9MM-11.5,18K,White Gold,9,11.5,10.88,352000,20
WHG-R-1808,WHG-R-1808-9MM-12,18K,White Gold,9,12,11.07,358000,20
WHG-R-1808,WHG-R-1808-9MM-12.5,18K,White Gold,9,12.5,11.265,364000,20
WHG-R-1808,WHG-R-1808-9MM-13,18K,White Gold,9,13,11.46,370000,20
WHG-R-1808,WHG-R-1808-9MM-13.5,18K,White Gold,9,13.5,11.655,375500,20
WHG-R-1808,WHG-R-1808-9MM-14,18K,White Gold,9,14,11.85,381500,20
WHG-R-1808,WHG-R-1808-9MM-14.5,18K,White Gold,9,14.5,12.04,387500,20
WHG-R-1808,WHG-R-1808-9MM-15,18K,White Gold,9,15,12.23,393000,20
WHG-R-1808,WHG-R-1808-9MM-15.5,18K,White Gold,9,15.5,12.425,399000,20
WHG-R-1808,WHG-R-1808-9MM-16,18K,White Gold,9,16,12.62,405000,20
WHG-R-1808,WHG-R-1808-10MM-4,18K,White Gold,10,4,8.86,291000,20
WHG-R-1808,WHG-R-1808-10MM-4.5,18K,White Gold,10,4.5,9.075,297500,20
WHG-R-1808,WHG-R-1808-10MM-5,18K,White Gold,10,5,9.29,304000,20
WHG-R-1808,WHG-R-1808-10MM-5.5,18K,White Gold,10,5.5,9.505,310500,20
WHG-R-1808,WHG-R-1808-10MM-6,18K,White Gold,10,6,9.72,317000,20
WHG-R-1808,WHG-R-1808-10MM-6.5,18K,White Gold,10,6.5,9.935,323500,20
WHG-R-1808,WHG-R-1808-10MM-7,18K,White Gold,10,7,10.15,330000,20
WHG-R-1808,WHG-R-1808-10MM-7.5,18K,White Gold,10,7.5,10.365,336500,20
WHG-R-1808,WHG-R-1808-10MM-8,18K,White Gold,10,8,10.58,343000,20
WHG-R-1808,WHG-R-1808-10MM-8.5,18K,White Gold,10,8.5,10.795,349500,20
WHG-R-1808,WHG-R-1808-10MM-9,18K,White Gold,10,9,11.01,356000,20
WHG-R-1808,WHG-R-1808-10MM-9.5,18K,White Gold,10,9.5,11.225,363000,20
WHG-R-1808,WHG-R-1808-10MM-10,18K,White Gold,10,10,11.44,369000,20
WHG-R-1808,WHG-R-1808-10MM-10.5,18K,White Gold,10,10.5,11.51,371500,20
WHG-R-1808,WHG-R-1808-10MM-11,18K,White Gold,10,11,11.58,373500,20
WHG-R-1808,WHG-R-1808-10MM-11.5,18K,White Gold,10,11.5,11.94,384500,20
WHG-R-1808,WHG-R-1808-10MM-12,18K,White Gold,10,12,12.3,395500,20
WHG-R-1808,WHG-R-1808-10MM-12.5,18K,White Gold,10,12.5,12.515,401500,20
WHG-R-1808,WHG-R-1808-10MM-13,18K,White Gold,10,13,12.73,408000,20
WHG-R-1808,WHG-R-1808-10MM-13.5,18K,White Gold,10,13.5,12.945,415000,20
WHG-R-1808,WHG-R-1808-10MM-14,18K,White Gold,10,14,13.16,421500,20
WHG-R-1808,WHG-R-1808-10MM-14.5,18K,White Gold,10,14.5,13.375,428000,20
WHG-R-1808,WHG-R-1808-10MM-15,18K,White Gold,10,15,13.59,434500,20
WHG-R-1808,WHG-R-1808-10MM-15.5,18K,White Gold,10,15.5,13.805,441000,20
WHG-R-1808,WHG-R-1808-10MM-16,18K,White Gold,10,16,14.02,447500,20
WHG-R-1808,WHG-R-1808-11MM-4,18K,White Gold,11,4,9.75,318000,20
WHG-R-1808,WHG-R-1808-11MM-4.5,18K,White Gold,11,4.5,9.985,325000,20
WHG-R-1808,WHG-R-1808-11MM-5,18K,White Gold,11,5,10.22,332000,20
WHG-R-1808,WHG-R-1808-11MM-5.5,18K,White Gold,11,5.5,10.46,339500,20
WHG-R-1808,WHG-R-1808-11MM-6,18K,White Gold,11,6,10.7,347000,20
WHG-R-1808,WHG-R-1808-11MM-6.5,18K,White Gold,11,6.5,10.935,354000,20
WHG-R-1808,WHG-R-1808-11MM-7,18K,White Gold,11,7,11.17,361000,20
WHG-R-1808,WHG-R-1808-11MM-7.5,18K,White Gold,11,7.5,11.405,368000,20
WHG-R-1808,WHG-R-1808-11MM-8,18K,White Gold,11,8,11.64,375500,20
WHG-R-1808,WHG-R-1808-11MM-8.5,18K,White Gold,11,8.5,11.875,382500,20
WHG-R-1808,WHG-R-1808-11MM-9,18K,White Gold,11,9,12.11,389500,20
WHG-R-1808,WHG-R-1808-11MM-9.5,18K,White Gold,11,9.5,12.35,397000,20
WHG-R-1808,WHG-R-1808-11MM-10,18K,White Gold,11,10,12.59,404000,20
WHG-R-1808,WHG-R-1808-11MM-10.5,18K,White Gold,11,10.5,12.825,411000,20
WHG-R-1808,WHG-R-1808-11MM-11,18K,White Gold,11,11,13.06,418000,20
WHG-R-1808,WHG-R-1808-11MM-11.5,18K,White Gold,11,11.5,13.295,425500,20
WHG-R-1808,WHG-R-1808-11MM-12,18K,White Gold,11,12,13.53,432500,20
WHG-R-1808,WHG-R-1808-11MM-12.5,18K,White Gold,11,12.5,13.77,439500,20
WHG-R-1808,WHG-R-1808-11MM-13,18K,White Gold,11,13,14.01,447000,20
WHG-R-1808,WHG-R-1808-11MM-13.5,18K,White Gold,11,13.5,14.245,454000,20
WHG-R-1808,WHG-R-1808-11MM-14,18K,White Gold,11,14,14.48,461500,20
WHG-R-1808,WHG-R-1808-11MM-14.5,18K,White Gold,11,14.5,14.715,468500,20
WHG-R-1808,WHG-R-1808-11MM-15,18K,White Gold,11,15,14.95,475500,20
WHG-R-1808,WHG-R-1808-11MM-15.5,18K,White Gold,11,15.5,15.185,482500,20
WHG-R-1808,WHG-R-1808-11MM-16,18K,White Gold,11,16,15.42,489500,20
WHG-R-1808,WHG-R-1808-12MM-4,18K,White Gold,12,4,10.64,345000,20
WHG-R-1808,WHG-R-1808-12MM-4.5,18K,White Gold,12,4.5,10.895,353000,20
WHG-R-1808,WHG-R-1808-12MM-5,18K,White Gold,12,5,11.15,360500,20
WHG-R-1808,WHG-R-1808-12MM-5.5,18K,White Gold,12,5.5,11.41,368500,20
WHG-R-1808,WHG-R-1808-12MM-6,18K,White Gold,12,6,11.67,376000,20
WHG-R-1808,WHG-R-1808-12MM-6.5,18K,White Gold,12,6.5,11.925,384000,20
WHG-R-1808,WHG-R-1808-12MM-7,18K,White Gold,12,7,12.18,391500,20
WHG-R-1808,WHG-R-1808-12MM-7.5,18K,White Gold,12,7.5,12.44,399500,20
WHG-R-1808,WHG-R-1808-12MM-8,18K,White Gold,12,8,12.7,407500,20
WHG-R-1808,WHG-R-1808-12MM-8.5,18K,White Gold,12,8.5,12.96,415000,20
WHG-R-1808,WHG-R-1808-12MM-9,18K,White Gold,12,9,13.22,423000,20
WHG-R-1808,WHG-R-1808-12MM-9.5,18K,White Gold,12,9.5,13.475,431000,20
WHG-R-1808,WHG-R-1808-12MM-10,18K,White Gold,12,10,13.73,438500,20
WHG-R-1808,WHG-R-1808-12MM-10.5,18K,White Gold,12,10.5,13.985,446000,20
WHG-R-1808,WHG-R-1808-12MM-11,18K,White Gold,12,11,14.24,454000,20
WHG-R-1808,WHG-R-1808-12MM-11.5,18K,White Gold,12,11.5,14.5,462000,20
WHG-R-1808,WHG-R-1808-12MM-12,18K,White Gold,12,12,14.76,469500,20
WHG-R-1808,WHG-R-1808-12MM-12.5,18K,White Gold,12,12.5,15.02,477500,20
WHG-R-1808,WHG-R-1808-12MM-13,18K,White Gold,12,13,15.28,485500,20
WHG-R-1808,WHG-R-1808-12MM-13.5,18K,White Gold,12,13.5,15.535,493000,20
WHG-R-1808,WHG-R-1808-12MM-14,18K,White Gold,12,14,15.79,501000,20
WHG-R-1808,WHG-R-1808-12MM-14.5,18K,White Gold,12,14.5,16.05,509000,20
WHG-R-1808,WHG-R-1808-12MM-15,18K,White Gold,12,15,16.31,516500,20
WHG-R-1808,WHG-R-1808-12MM-15.5,18K,White Gold,12,15.5,16.57,524500,20
WHG-R-1808,WHG-R-1808-12MM-16,18K,White Gold,12,16,16.83,532500,20
RSG-R-1008,RSG-R-1008-5MM-4,10K,Rose Gold,5,4,3.42,70500,20
RSG-R-1008,RSG-R-1008-5MM-4.5,10K,Rose Gold,5,4.5,3.505,71500,20
RSG-R-1008,RSG-R-1008-5MM-5,10K,Rose Gold,5,5,3.59,73000,20
RSG-R-1008,RSG-R-1008-5MM-5.5,10K,Rose Gold,5,5.5,3.67,74000,20
RSG-R-1008,RSG-R-1008-5MM-6,10K,Rose Gold,5,6,3.75,75500,20
RSG-R-1008,RSG-R-1008-5MM-6.5,10K,Rose Gold,5,6.5,3.835,76500,20
RSG-R-1008,RSG-R-1008-5MM-7,10K,Rose Gold,5,7,3.92,78000,20
RSG-R-1008,RSG-R-1008-5MM-7.5,10K,Rose Gold,5,7.5,4.0,79000,20
RSG-R-1008,RSG-R-1008-5MM-8,10K,Rose Gold,5,8,4.08,80000,20
RSG-R-1008,RSG-R-1008-5MM-8.5,10K,Rose Gold,5,8.5,4.165,81500,20
RSG-R-1008,RSG-R-1008-5MM-9,10K,Rose Gold,5,9,4.25,82500,20
RSG-R-1008,RSG-R-1008-5MM-9.5,10K,Rose Gold,5,9.5,4.335,84000,20
RSG-R-1008,RSG-R-1008-5MM-10,10K,Rose Gold,5,10,4.42,85000,20
RSG-R-1008,RSG-R-1008-5MM-10.5,10K,Rose Gold,5,10.5,4.5,86500,20
RSG-R-1008,RSG-R-1008-5MM-11,10K,Rose Gold,5,11,4.58,87500,20
RSG-R-1008,RSG-R-1008-5MM-11.5,10K,Rose Gold,5,11.5,4.665,89000,20
RSG-R-1008,RSG-R-1008-5MM-12,10K,Rose Gold,5,12,4.75,90000,20
RSG-R-1008,RSG-R-1008-5MM-12.5,10K,Rose Gold,5,12.5,4.83,91000,20
RSG-R-1008,RSG-R-1008-5MM-13,10K,Rose Gold,5,13,4.91,92500,20
RSG-R-1008,RSG-R-1008-5MM-13.5,10K,Rose Gold,5,13.5,4.995,93500,20
RSG-R-1008,RSG-R-1008-5MM-14,10K,Rose Gold,5,14,5.08,95000,20
